StateFIPS,date,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_vaccinated_per_hundred,distributed_per_hundred,share_doses_used
46,2021-03-23,18.7,48.5,30.5,60.41,0.8029999999999999
46,2021-03-24,19.02,49.32,31.03,61.76,0.799
46,2021-03-25,19.51,50.32,31.6,63.72,0.79
46,2021-03-26,20.12,51.67,32.41,64.61,0.8
46,2021-03-27,20.98,53.32,33.29,65.73,0.8109999999999999
47,2021-01-12,0.26,3.68,2.1,7.11,0.517
47,2021-01-13,0.35,3.88,2.21,8.76,0.44299999999999995
47,2021-01-14,0.35,3.88,3.5,9.61,0.40299999999999997
47,2021-01-15,0.55,4.44,3.88,9.63,0.461
47,2021-01-16,0.55,4.44,3.88,9.63,0.461
47,2021-01-17,0.55,4.44,3.88,9.63,0.461
47,2021-01-18,0.55,4.44,3.88,9.63,0.461
47,2021-01-19,0.72,5.15,4.43,9.63,0.535
47,2021-01-20,0.76,5.25,4.48,9.85,0.5329999999999999
47,2021-01-21,0.9,5.5,4.59,10.6,0.519
47,2021-01-22,1.12,5.88,4.75,11.69,0.503
47,2021-01-23,1.28,6.21,4.92,12.28,0.506
47,2021-01-24,1.41,6.62,5.19,12.28,0.539
47,2021-01-25,1.46,6.77,5.3,12.28,0.552
47,2021-01-26,1.49,6.85,5.35,12.28,0.5579999999999999
47,2021-01-27,1.65,7.14,5.48,12.98,0.55
47,2021-01-28,1.8,7.47,5.65,13.76,0.5429999999999999
47,2021-01-29,2.1,7.99,5.87,13.96,0.5720000000000001
47,2021-01-30,2.28,8.41,6.1,14.63,0.575
47,2021-01-31,2.48,8.92,6.42,14.63,0.61
47,2021-02-01,2.61,9.19,6.56,14.63,0.629
47,2021-02-02,2.63,9.25,6.6,14.51,0.638
47,2021-02-03,2.82,9.63,6.78,15.28,0.63
47,2021-02-04,2.99,10.02,7.0,15.97,0.628
47,2021-02-05,3.16,10.52,7.33,16.24,0.648
47,2021-02-06,3.34,11.02,7.64,16.94,0.65
47,2021-02-07,3.58,11.58,7.96,16.94,0.684
47,2021-02-08,3.64,11.8,8.11,16.94,0.696
47,2021-02-09,3.67,11.89,8.18,16.95,0.7020000000000001
47,2021-02-10,3.8,12.3,8.45,17.94,0.685
47,2021-02-11,3.92,12.69,8.71,18.97,0.669
47,2021-02-12,4.1,13.2,9.05,19.5,0.677
47,2021-02-13,4.22,13.57,9.29,19.88,0.6829999999999999
47,2021-02-14,4.45,14.16,9.66,19.94,0.71
47,2021-02-15,4.45,14.16,9.66,19.94,0.71
47,2021-02-16,4.59,14.54,9.89,20.29,0.716
47,2021-02-17,4.61,14.64,9.96,20.57,0.7120000000000001
47,2021-02-18,4.67,14.85,10.13,20.65,0.7190000000000001
47,2021-02-19,4.96,15.87,10.84,21.47,0.7390000000000001
47,2021-02-20,5.05,16.08,10.96,21.63,0.743
47,2021-02-21,5.2,16.36,11.09,21.64,0.7559999999999999
47,2021-02-22,5.22,16.56,11.09,21.64,0.765
47,2021-02-23,5.29,16.69,11.14,22.87,0.73
47,2021-02-24,5.57,17.22,11.39,25.98,0.6629999999999999
47,2021-02-25,5.81,17.72,11.64,26.17,0.677
47,2021-02-26,6.09,18.41,12.03,27.5,0.67
47,2021-02-27,6.38,19.06,12.37,28.78,0.662
47,2021-02-28,6.71,19.91,12.87,28.78,0.6920000000000001
47,2021-03-01,6.86,20.42,13.23,28.78,0.7090000000000001
47,2021-03-02,6.89,20.58,13.35,28.92,0.7120000000000001
47,2021-03-03,7.14,21.31,13.81,29.92,0.7120000000000001
47,2021-03-04,7.35,21.86,14.14,31.45,0.695
47,2021-03-05,7.67,22.56,14.5,33.04,0.6829999999999999
47,2021-03-06,7.88,23.15,14.87,33.76,0.6859999999999999
47,2021-03-07,8.27,23.94,15.25,33.76,0.7090000000000001
47,2021-03-08,8.39,24.3,15.5,33.97,0.715
47,2021-03-09,8.43,24.42,15.58,34.34,0.711
47,2021-03-10,8.67,25.06,15.99,35.73,0.701
47,2021-03-11,8.89,25.73,16.45,37.62,0.684
47,2021-03-12,9.13,26.53,17.01,39.08,0.679
47,2021-03-13,9.37,27.32,17.6,39.81,0.6859999999999999
47,2021-03-14,9.66,28.13,18.13,39.81,0.7070000000000001
47,2021-03-15,9.82,28.59,18.45,39.81,0.718
47,2021-03-16,9.88,28.71,18.53,40.19,0.7140000000000001
47,2021-03-17,10.07,29.4,19.04,41.34,0.711
47,2021-03-18,10.29,30.08,19.54,43.65,0.6890000000000001
47,2021-03-19,10.49,30.66,19.93,45.02,0.6809999999999999
47,2021-03-20,10.73,31.36,20.42,46.07,0.6809999999999999
47,2021-03-21,11.02,32.19,20.98,46.07,0.6990000000000001
47,2021-03-22,11.25,32.68,21.27,46.07,0.7090000000000001
47,2021-03-23,11.34,32.89,21.4,46.2,0.7120000000000001
47,2021-03-24,11.62,33.64,21.9,47.19,0.713
47,2021-03-25,11.94,34.46,22.42,47.77,0.721
47,2021-03-26,12.26,35.39,23.04,50.54,0.7
47,2021-03-27,12.63,36.28,23.61,52.05,0.6970000000000001
48,2021-01-12,0.35,3.14,2.79,6.72,0.46799999999999997
48,2021-01-13,0.4,3.37,2.97,6.84,0.493
48,2021-01-14,0.4,3.6,3.16,7.26,0.496
48,2021-01-15,0.54,4.0,3.46,7.26,0.551
48,2021-01-16,0.54,4.0,3.46,7.26,0.551
48,2021-01-17,0.54,4.0,3.46,7.26,0.551
48,2021-01-18,0.54,4.0,3.46,7.26,0.551
48,2021-01-19,0.62,4.84,4.22,7.26,0.667
48,2021-01-20,0.65,5.08,4.42,8.8,0.5770000000000001
48,2021-01-21,0.71,5.33,4.61,9.5,0.561
48,2021-01-22,0.8,5.67,4.87,9.95,0.57
48,2021-01-23,0.87,5.96,5.09,10.59,0.563
48,2021-01-24,0.89,6.08,5.18,10.59,0.574
48,2021-01-25,0.93,6.22,5.28,10.59,0.5870000000000001
48,2021-01-26,1.04,6.61,5.57,11.53,0.574
48,2021-01-27,1.12,6.81,5.69,12.09,0.563
48,2021-01-28,1.29,7.27,5.97,12.12,0.6
48,2021-01-29,1.43,7.66,6.22,12.62,0.607
48,2021-01-30,1.56,8.07,6.51,12.62,0.64
48,2021-01-31,1.65,8.31,6.65,12.62,0.6579999999999999
48,2021-02-01,1.73,8.61,6.87,12.62,0.682
48,2021-02-02,1.73,8.61,6.87,14.11,0.61
48,2021-02-03,1.95,9.15,7.2,14.54,0.629
48,2021-02-04,2.15,9.68,7.52,14.6,0.6629999999999999
48,2021-02-05,2.31,10.11,7.79,14.64,0.691
48,2021-02-06,2.53,10.72,8.18,15.18,0.706
48,2021-02-07,2.69,11.2,8.5,15.18,0.737
48,2021-02-08,2.78,11.46,8.67,15.18,0.755
48,2021-02-09,2.91,11.85,8.93,15.84,0.748
48,2021-02-10,3.08,12.31,9.22,17.28,0.7120000000000001
48,2021-02-11,3.31,12.79,9.47,17.56,0.728
48,2021-02-12,3.57,13.36,9.78,17.57,0.76
48,2021-02-13,3.81,13.82,10.01,17.58,0.7859999999999999
48,2021-02-14,4.0,14.26,10.24,17.59,0.8109999999999999
48,2021-02-15,4.0,14.26,10.24,17.59,0.8109999999999999
48,2021-02-16,4.19,14.68,10.48,17.63,0.8320000000000001
48,2021-02-17,4.31,14.87,10.55,17.63,0.843
48,2021-02-18,4.34,14.95,10.59,18.14,0.8240000000000001
48,2021-02-19,4.59,15.67,11.06,19.04,0.823
48,2021-02-20,4.72,15.92,11.18,19.32,0.8240000000000001
48,2021-02-21,4.83,16.12,11.27,19.5,0.8270000000000001
48,2021-02-22,4.95,16.25,11.38,19.5,0.833
48,2021-02-23,5.15,16.56,11.48,21.21,0.78
48,2021-02-24,5.39,16.98,11.67,24.8,0.685
48,2021-02-25,5.51,17.61,11.4,25.45,0.6920000000000001
48,2021-02-26,5.8,18.19,11.66,25.59,0.711
48,2021-02-27,5.96,18.61,11.88,26.26,0.708
48,2021-02-28,6.22,19.2,12.18,26.26,0.731
48,2021-03-01,6.22,19.22,12.18,26.26,0.732
48,2021-03-02,6.84,20.54,12.88,28.4,0.723
48,2021-03-03,7.24,21.35,13.28,30.04,0.711
48,2021-03-04,7.5,22.0,13.64,30.48,0.722
48,2021-03-05,7.71,22.73,14.13,31.61,0.7190000000000001
48,2021-03-06,7.99,23.55,14.65,31.9,0.738
48,2021-03-07,8.11,23.93,14.88,31.9,0.75
48,2021-03-08,8.25,24.39,15.2,31.9,0.764
48,2021-03-09,8.49,25.18,15.78,33.44,0.753
48,2021-03-10,8.76,25.97,16.35,36.25,0.716
48,2021-03-11,8.96,26.66,16.88,36.77,0.725
48,2021-03-12,9.28,27.61,17.59,37.54,0.735
48,2021-03-13,9.58,28.49,18.25,37.82,0.753
48,2021-03-14,9.75,29.05,18.68,37.82,0.768
48,2021-03-15,9.89,29.48,19.0,37.82,0.779
48,2021-03-16,9.99,29.87,19.32,39.19,0.762
48,2021-03-17,10.14,30.52,19.83,41.66,0.733
48,2021-03-18,10.3,31.23,20.39,42.27,0.7390000000000001
48,2021-03-19,10.46,31.86,20.87,43.39,0.7340000000000001
48,2021-03-20,10.64,32.52,21.37,43.5,0.747
48,2021-03-21,10.84,33.15,21.8,43.5,0.762
48,2021-03-22,11.01,33.57,22.04,43.5,0.772
48,2021-03-23,11.14,33.95,22.3,45.48,0.747
48,2021-03-24,11.16,33.94,22.26,48.31,0.703
48,2021-03-25,11.52,34.95,22.91,48.97,0.7140000000000001
48,2021-03-26,11.88,35.94,23.52,50.45,0.7120000000000001
48,2021-03-27,12.34,36.9,24.04,50.56,0.73
49,2021-01-12,0.14,2.97,2.83,7.99,0.37200000000000005
49,2021-01-13,0.19,3.25,3.06,8.3,0.391
49,2021-01-14,0.19,3.6,3.24,8.36,0.431
49,2021-01-15,0.33,4.0,3.57,8.36,0.478
49,2021-01-16,0.33,4.0,3.57,8.36,0.478
49,2021-01-17,0.33,4.0,3.57,8.36,0.478
49,2021-01-18,0.33,4.0,3.57,8.36,0.478
49,2021-01-19,0.48,5.09,4.49,8.36,0.609
49,2021-01-20,0.51,5.67,4.98,9.97,0.569
49,2021-01-21,0.54,5.91,5.19,10.54,0.561
49,2021-01-22,0.65,6.32,5.47,10.66,0.593
49,2021-01-23,0.65,6.32,5.47,10.66,0.593
49,2021-01-24,0.65,6.32,5.47,10.66,0.593
49,2021-01-25,0.8,7.14,6.09,10.66,0.67
49,2021-01-26,0.81,7.19,6.13,11.69,0.615
49,2021-01-27,0.94,7.48,6.27,12.3,0.608
49,2021-01-28,0.94,7.48,6.27,12.46,0.6
49,2021-01-29,1.28,8.46,6.85,12.52,0.675
49,2021-01-30,1.43,8.94,7.1,12.52,0.7140000000000001
49,2021-01-31,1.43,8.94,7.1,12.52,0.7140000000000001
49,2021-02-01,1.95,10.08,7.63,12.52,0.805
49,2021-02-02,1.97,10.13,7.66,13.33,0.76
49,2021-02-03,1.97,10.13,7.66,14.71,0.688
49,2021-02-04,2.34,11.03,8.07,15.36,0.718
49,2021-02-05,2.52,11.74,8.46,15.39,0.763
49,2021-02-06,2.75,12.49,8.87,15.39,0.8109999999999999
49,2021-02-07,2.75,12.49,8.87,15.39,0.8109999999999999
49,2021-02-08,3.25,15.8,9.51,15.39,1.0270000000000001
49,2021-02-09,3.3,15.92,9.58,16.59,0.9590000000000001
49,2021-02-10,3.3,15.92,9.58,17.28,0.9209999999999999
49,2021-02-11,3.3,15.92,9.58,18.08,0.88
49,2021-02-12,3.3,15.92,9.58,18.08,0.88
49,2021-02-13,3.3,15.92,9.58,18.08,0.88
49,2021-02-14,3.3,15.92,9.58,18.08,0.88
49,2021-02-15,3.3,15.92,9.58,18.08,0.88
49,2021-02-16,3.68,16.61,9.82,18.86,0.8809999999999999
49,2021-02-17,3.68,16.61,9.82,18.89,0.879
49,2021-02-18,3.93,17.21,10.07,19.29,0.892
49,2021-02-19,4.24,18.24,10.7,20.5,0.89
49,2021-02-20,4.56,19.03,11.11,20.55,0.9259999999999999
49,2021-02-21,4.56,19.05,11.12,20.55,0.927
49,2021-02-22,4.57,19.05,11.11,20.55,0.927
49,2021-02-23,4.57,19.06,11.12,22.57,0.845
49,2021-02-24,4.83,19.63,11.35,23.68,0.8290000000000001
49,2021-02-25,5.26,20.65,11.79,24.57,0.84
49,2021-02-26,5.27,20.67,11.8,25.47,0.8109999999999999
49,2021-02-27,5.53,21.46,12.21,25.61,0.838
49,2021-02-28,5.55,21.48,12.22,25.61,0.8390000000000001
49,2021-03-01,5.55,21.48,12.22,25.61,0.8390000000000001
49,2021-03-02,5.96,22.53,12.67,27.43,0.821
49,2021-03-03,6.14,23.27,13.18,28.44,0.818
49,2021-03-04,6.15,23.28,13.18,29.74,0.7829999999999999
49,2021-03-05,6.45,24.85,14.23,30.9,0.804
49,2021-03-06,6.61,25.97,15.04,30.98,0.838
49,2021-03-07,6.63,25.99,15.05,30.98,0.8390000000000001
49,2021-03-08,6.77,26.01,15.07,30.98,0.8390000000000001
49,2021-03-09,7.38,27.45,15.99,32.88,0.835
49,2021-03-10,7.61,28.17,16.51,34.04,0.8270000000000001
49,2021-03-11,7.62,28.19,16.52,35.38,0.797
49,2021-03-12,7.94,29.49,17.54,35.57,0.8290000000000001
49,2021-03-13,8.15,30.5,18.34,35.71,0.8540000000000001
49,2021-03-14,8.29,31.43,19.07,35.71,0.88
49,2021-03-15,8.3,31.46,19.1,35.71,0.8809999999999999
49,2021-03-16,8.56,32.15,19.55,37.81,0.85
49,2021-03-17,8.77,32.82,19.94,38.96,0.843
49,2021-03-18,8.93,33.37,20.26,40.51,0.8240000000000001
49,2021-03-19,8.94,33.38,20.27,40.86,0.8170000000000001
49,2021-03-20,8.96,33.41,20.29,41.23,0.81
49,2021-03-21,9.55,35.48,21.71,41.23,0.86
49,2021-03-22,9.56,35.48,21.72,41.23,0.861
49,2021-03-23,9.7,36.05,22.12,43.25,0.8340000000000001
49,2021-03-24,9.97,36.76,22.53,44.26,0.831
49,2021-03-25,10.3,37.86,23.21,46.05,0.8220000000000001
49,2021-03-26,10.31,37.87,23.22,46.51,0.8140000000000001
49,2021-03-27,10.9,39.79,24.44,46.8,0.85
50,2021-01-12,10.9,4.13,24.44,10.4,0.397
50,2021-01-13,10.9,4.74,24.44,11.19,0.424
50,2021-01-14,10.9,4.74,4.26,11.19,0.424
50,2021-01-15,0.66,5.2,4.54,11.86,0.439
50,2021-01-16,0.66,5.2,4.54,11.86,0.439
50,2021-01-17,0.66,5.2,4.54,11.86,0.439
50,2021-01-18,0.66,5.2,4.54,11.86,0.439
50,2021-01-19,0.98,6.5,5.52,11.86,0.5479999999999999
50,2021-01-20,0.99,6.54,5.55,12.17,0.537
50,2021-01-21,1.05,6.86,5.81,12.64,0.5429999999999999
50,2021-01-22,1.27,7.44,6.16,13.59,0.5479999999999999
50,2021-01-23,1.42,7.92,6.49,14.42,0.5489999999999999
50,2021-01-24,1.58,8.31,6.72,14.42,0.5760000000000001
50,2021-01-25,1.63,8.59,6.95,14.42,0.596
50,2021-01-26,1.66,8.72,7.05,14.89,0.586
50,2021-01-27,1.73,8.87,7.13,15.52,0.5720000000000001
50,2021-01-28,1.99,9.43,7.43,15.83,0.596
50,2021-01-29,2.27,9.89,7.61,15.99,0.619
50,2021-01-30,2.44,10.22,7.77,15.99,0.639
50,2021-01-31,2.64,10.77,8.1,15.99,0.6729999999999999
50,2021-02-01,2.94,11.61,8.65,15.99,0.726
50,2021-02-02,3.03,11.86,8.81,17.6,0.674
50,2021-02-03,3.08,11.97,8.87,18.21,0.6579999999999999
50,2021-02-04,3.34,12.37,9.01,18.6,0.665
50,2021-02-05,3.6,12.83,9.2,18.6,0.69
50,2021-02-06,3.88,13.3,9.4,18.6,0.715
50,2021-02-07,4.19,13.97,9.75,18.6,0.7509999999999999
50,2021-02-08,4.35,14.48,10.1,18.6,0.778
50,2021-02-09,4.49,14.91,10.4,20.81,0.716
50,2021-02-10,4.51,15.04,10.51,21.49,0.7
50,2021-02-11,4.76,15.53,10.74,22.1,0.703
50,2021-02-12,5.0,16.03,11.0,22.12,0.725
50,2021-02-13,5.16,16.46,11.27,22.12,0.7440000000000001
50,2021-02-14,5.37,17.11,11.72,22.12,0.774
50,2021-02-15,5.37,17.11,11.72,22.12,0.774
50,2021-02-16,5.89,18.43,12.5,23.63,0.78
50,2021-02-17,5.92,18.58,12.63,24.1,0.7709999999999999
50,2021-02-18,6.15,18.94,12.76,24.26,0.7809999999999999
50,2021-02-19,6.54,20.45,13.88,25.59,0.799
50,2021-02-20,6.9,21.17,14.24,25.59,0.828
50,2021-02-21,7.21,21.98,14.73,26.21,0.8390000000000001
50,2021-02-22,7.33,22.67,14.8,26.21,0.865
50,2021-02-23,7.48,23.09,15.07,28.63,0.807
50,2021-02-24,7.51,23.23,15.2,31.21,0.7440000000000001
50,2021-02-25,7.72,23.69,15.44,32.98,0.718
50,2021-02-26,7.91,24.29,15.82,33.16,0.732
50,2021-02-27,8.27,25.15,16.27,33.16,0.758
50,2021-02-28,8.68,26.05,16.76,33.16,0.7859999999999999
50,2021-03-01,9.12,26.93,17.19,33.16,0.812
50,2021-03-02,9.37,27.49,17.5,36.43,0.755
50,2021-03-03,9.45,27.75,17.68,37.0,0.75
50,2021-03-04,9.61,28.17,17.93,39.42,0.7140000000000001
50,2021-03-05,9.73,28.78,18.41,40.59,0.7090000000000001
50,2021-03-06,9.93,29.54,18.96,41.84,0.706
50,2021-03-07,10.33,30.69,19.69,41.84,0.7340000000000001
50,2021-03-08,10.82,31.85,20.35,41.84,0.7609999999999999
50,2021-03-09,11.08,32.68,20.91,43.68,0.748
50,2021-03-10,11.21,33.19,21.28,45.12,0.736
50,2021-03-11,11.48,33.98,21.78,46.44,0.732
50,2021-03-12,11.71,34.86,22.4,46.44,0.7509999999999999
50,2021-03-13,12.46,37.12,23.9,46.94,0.7909999999999999
50,2021-03-14,12.46,37.12,23.9,46.94,0.7909999999999999
50,2021-03-15,12.85,38.32,24.68,46.94,0.816
50,2021-03-16,13.19,39.07,25.11,49.65,0.787
50,2021-03-17,13.49,39.53,25.43,51.08,0.774
50,2021-03-18,13.82,40.46,26.06,52.76,0.767
50,2021-03-19,14.13,41.53,26.83,53.48,0.777
50,2021-03-20,14.47,42.65,27.61,54.96,0.7759999999999999
50,2021-03-21,14.94,43.94,28.44,54.96,0.799
50,2021-03-22,15.09,44.46,28.8,54.96,0.809
50,2021-03-23,15.51,45.36,29.39,56.64,0.8009999999999999
50,2021-03-24,15.76,45.9,29.78,56.94,0.8059999999999999
50,2021-03-25,16.02,46.58,30.2,60.03,0.7759999999999999
50,2021-03-26,16.46,47.55,30.79,60.82,0.782
50,2021-03-27,16.87,48.6,31.43,63.03,0.7709999999999999
51,2021-01-12,16.87,2.23,31.43,9.34,0.239
51,2021-01-13,16.87,2.55,31.43,9.91,0.258
51,2021-01-14,16.87,2.55,2.26,9.99,0.255
51,2021-01-15,0.33,2.86,2.52,9.99,0.28600000000000003
51,2021-01-16,0.33,2.86,2.52,9.99,0.28600000000000003
51,2021-01-17,0.33,2.86,2.52,9.99,0.28600000000000003
51,2021-01-18,0.33,2.86,2.52,9.99,0.28600000000000003
51,2021-01-19,0.41,3.83,3.4,9.99,0.38299999999999995
51,2021-01-20,0.44,4.02,3.56,11.28,0.35700000000000004
51,2021-01-21,0.47,4.24,3.75,11.63,0.365
51,2021-01-22,0.54,4.7,4.15,12.51,0.376
51,2021-01-23,0.57,5.03,4.41,12.53,0.401
51,2021-01-24,0.6,5.29,4.61,12.53,0.42200000000000004
51,2021-01-25,0.7,5.66,4.87,12.53,0.451
51,2021-01-26,0.85,6.97,5.82,13.74,0.507
51,2021-01-27,0.93,7.37,6.14,13.82,0.5329999999999999
51,2021-01-28,1.05,7.83,6.48,13.73,0.57
51,2021-01-29,1.17,8.49,7.02,13.9,0.611
51,2021-01-30,1.3,9.21,7.6,14.44,0.638
51,2021-01-31,1.39,9.76,8.06,14.44,0.6759999999999999
51,2021-02-01,1.48,10.2,8.41,14.44,0.7070000000000001
51,2021-02-02,1.55,10.56,8.69,15.31,0.69
51,2021-02-03,1.62,10.81,8.88,16.06,0.6729999999999999
51,2021-02-04,1.72,11.12,9.07,16.18,0.687
51,2021-02-05,1.87,11.64,9.44,16.26,0.716
51,2021-02-06,2.12,12.33,9.87,16.26,0.758
51,2021-02-07,2.32,12.93,10.26,16.26,0.795
51,2021-02-08,2.45,13.3,10.51,16.26,0.818
51,2021-02-09,2.58,13.61,10.68,18.09,0.752
51,2021-02-10,2.71,13.91,10.84,18.27,0.7609999999999999
51,2021-02-11,2.9,14.33,11.07,18.63,0.769
51,2021-02-12,3.2,14.94,11.38,18.63,0.8009999999999999
51,2021-02-13,3.59,15.59,11.64,18.7,0.833
51,2021-02-14,3.75,15.88,11.77,18.7,0.8490000000000001
51,2021-02-15,3.75,15.88,11.77,18.7,0.8490000000000001
51,2021-02-16,4.15,16.77,12.26,19.31,0.868
51,2021-02-17,4.32,17.11,12.42,20.09,0.851
51,2021-02-18,4.64,17.62,12.61,20.09,0.877
51,2021-02-19,5.39,19.28,13.52,22.76,0.847
51,2021-02-20,5.59,19.58,13.62,22.83,0.858
51,2021-02-21,5.87,19.98,13.74,22.84,0.875
51,2021-02-22,6.15,20.33,13.97,22.84,0.89
51,2021-02-23,6.34,20.69,14.14,26.75,0.773
51,2021-02-24,6.59,21.13,14.33,27.65,0.764
51,2021-02-25,6.92,21.66,14.53,27.75,0.78
51,2021-02-26,7.46,22.53,14.85,28.46,0.792
51,2021-02-27,7.83,23.46,15.43,29.72,0.79
51,2021-02-28,8.45,24.44,15.81,29.72,0.8220000000000001
51,2021-03-01,8.68,25.04,16.17,29.72,0.8420000000000001
51,2021-03-02,8.82,25.44,16.43,32.05,0.794
51,2021-03-03,9.06,26.02,16.77,32.37,0.804
51,2021-03-04,9.36,26.76,17.22,32.62,0.82
51,2021-03-05,9.65,27.44,17.61,33.1,0.8290000000000001
51,2021-03-06,9.89,28.03,17.96,33.76,0.83
51,2021-03-07,10.12,28.66,18.37,33.76,0.8490000000000001
51,2021-03-08,10.42,29.13,18.65,33.76,0.863
51,2021-03-09,10.75,29.92,19.25,36.22,0.826
51,2021-03-10,11.13,30.66,19.73,36.81,0.833
51,2021-03-11,11.55,31.46,20.28,37.38,0.8420000000000001
51,2021-03-12,11.91,32.26,20.82,37.74,0.855
51,2021-03-13,12.27,33.13,21.41,38.56,0.8590000000000001
51,2021-03-14,12.5,33.89,21.93,38.56,0.879
51,2021-03-15,12.75,34.58,22.42,38.56,0.897
51,2021-03-16,12.93,35.0,22.71,42.15,0.83
51,2021-03-17,13.08,35.47,23.06,42.69,0.831
51,2021-03-18,13.31,36.22,23.61,43.18,0.8390000000000001
51,2021-03-19,13.59,37.08,24.23,43.92,0.8440000000000001
51,2021-03-20,13.81,38.0,24.94,44.75,0.8490000000000001
51,2021-03-21,14.08,38.77,25.47,44.75,0.866
51,2021-03-22,14.34,39.37,25.83,44.75,0.88
51,2021-03-23,14.45,39.71,26.05,48.28,0.8220000000000001
51,2021-03-24,14.75,40.65,26.7,49.74,0.8170000000000001
51,2021-03-25,14.97,41.35,27.2,50.36,0.821
51,2021-03-26,15.32,42.35,27.87,51.41,0.8240000000000001
51,2021-03-27,15.51,42.98,28.32,52.6,0.8170000000000001
53,2021-01-12,0.23,2.57,2.13,7.46,0.344
53,2021-01-13,0.3,2.73,2.23,7.52,0.364
53,2021-01-14,0.3,2.96,2.46,8.61,0.344
53,2021-01-15,0.41,3.19,2.64,9.14,0.348
53,2021-01-16,0.41,3.19,2.64,9.14,0.348
53,2021-01-17,0.41,3.19,2.64,9.14,0.348
53,2021-01-18,0.41,3.19,2.64,9.14,0.348
53,2021-01-19,0.59,4.22,3.49,9.14,0.461
53,2021-01-20,0.65,4.55,3.76,10.57,0.431
53,2021-01-21,0.73,4.9,4.03,10.78,0.455
53,2021-01-22,0.82,5.29,4.34,10.9,0.486
53,2021-01-23,0.88,5.74,4.72,11.12,0.516
53,2021-01-24,0.9,5.9,4.86,11.12,0.531
53,2021-01-25,0.97,6.42,5.31,11.12,0.5770000000000001
53,2021-01-26,1.0,6.67,5.53,12.62,0.528
53,2021-01-27,1.07,7.02,5.8,12.88,0.545
53,2021-01-28,1.2,7.5,6.15,13.18,0.569
53,2021-01-29,1.31,7.97,6.51,13.2,0.604
53,2021-01-30,1.42,8.46,6.89,13.54,0.624
53,2021-01-31,1.54,8.99,7.29,13.54,0.664
53,2021-02-01,1.66,9.46,7.65,13.54,0.6990000000000001
53,2021-02-02,1.72,9.74,7.87,14.83,0.657
53,2021-02-03,1.81,10.06,8.09,15.28,0.6579999999999999
53,2021-02-04,1.94,10.47,8.38,15.35,0.682
53,2021-02-05,2.07,10.87,8.65,15.4,0.706
53,2021-02-06,2.25,11.4,8.99,15.87,0.718
53,2021-02-07,2.41,11.89,9.31,15.87,0.7490000000000001
53,2021-02-08,2.54,12.32,9.61,15.87,0.7759999999999999
53,2021-02-09,2.61,12.49,9.72,17.92,0.6970000000000001
53,2021-02-10,2.83,13.25,10.25,18.45,0.718
53,2021-02-11,3.01,13.66,10.47,18.77,0.728
53,2021-02-12,3.25,14.19,10.76,18.88,0.7509999999999999
53,2021-02-13,3.46,14.73,11.09,18.88,0.78
53,2021-02-14,3.7,15.32,11.44,18.88,0.8109999999999999
53,2021-02-15,3.7,15.32,11.44,18.88,0.8109999999999999
53,2021-02-16,3.9,15.78,11.69,19.09,0.8270000000000001
53,2021-02-17,4.11,16.1,11.8,19.7,0.8170000000000001
53,2021-02-18,4.3,16.49,12.0,19.7,0.8370000000000001
53,2021-02-19,4.79,17.89,12.9,21.03,0.851
53,2021-02-20,5.12,18.48,13.16,21.27,0.8690000000000001
53,2021-02-21,5.4,18.97,13.35,21.27,0.892
53,2021-02-22,5.73,19.43,13.54,21.27,0.914
53,2021-02-23,5.85,19.61,13.61,25.22,0.778
53,2021-02-24,6.0,19.89,13.73,26.44,0.752
53,2021-02-25,6.39,20.52,13.97,27.51,0.746
53,2021-02-26,6.77,21.13,14.2,28.45,0.743
53,2021-02-27,7.21,21.89,14.52,29.48,0.742
53,2021-02-28,7.65,22.71,14.9,29.48,0.77
53,2021-03-01,8.16,23.64,15.32,29.48,0.802
53,2021-03-02,8.44,24.18,15.58,32.09,0.754
53,2021-03-03,8.73,24.8,15.9,33.06,0.75
53,2021-03-04,9.01,25.51,16.33,33.79,0.755
53,2021-03-05,9.34,26.28,16.76,34.52,0.7609999999999999
53,2021-03-06,9.67,27.2,17.35,34.9,0.779
53,2021-03-07,10.02,28.15,17.95,34.9,0.807
53,2021-03-08,10.35,29.07,18.53,34.9,0.833
53,2021-03-09,10.56,29.62,18.87,38.64,0.7659999999999999
53,2021-03-10,10.76,30.25,19.3,39.25,0.7709999999999999
53,2021-03-11,11.22,31.27,19.9,39.84,0.785
53,2021-03-12,11.54,32.07,20.43,40.79,0.7859999999999999
53,2021-03-13,11.84,32.85,20.98,41.13,0.799
53,2021-03-14,12.17,33.65,21.51,41.13,0.818
53,2021-03-15,12.54,34.49,22.14,41.13,0.838
53,2021-03-16,12.81,35.01,22.52,44.6,0.785
53,2021-03-17,12.99,35.53,22.88,45.01,0.789
53,2021-03-18,13.31,36.29,23.33,45.63,0.795
53,2021-03-19,13.63,37.08,23.85,46.72,0.794
53,2021-03-20,13.97,37.95,24.41,47.1,0.8059999999999999
53,2021-03-21,14.36,39.04,25.15,47.1,0.8290000000000001
53,2021-03-22,14.63,40.0,25.85,47.1,0.8490000000000001
53,2021-03-23,14.78,40.3,26.04,51.19,0.787
53,2021-03-24,14.96,40.82,26.38,51.57,0.7909999999999999
53,2021-03-25,15.31,41.64,26.88,52.19,0.7979999999999999
